candidate,party,receipts,disbursements,ind_contributors
"RISER, HARTWELL NEIL JR",REP,0,0,0
"RITTEREISER, JASON",DEM,0,513.56,0
"RIVERA, DAVID",REP,0,0,0
"RIVERA, JUAN LUIS",LIB,0,0,0
"RIVERS, DON L MR",DEM,14118.38,14118.38,14118.38
"RIVERS, DONOVAN LAMONT",DEM,14118.38,14118.38,14118.38
"ROBB, RICHARD ALLEN",DEM,25832.8,22138.89,541.8
"ROBB, SAMUEL JOSPEH",LIB,12980,12980,2810
"ROBBINS, CRAIG",REP,0,630,0
"ROBERGE, JASON ALEXANDER",REP,9803,9913.33,5603
"ROBERTI, DANIEL FRANCIS",DEM,2028.5,2031.4,0
"ROBERTS, CLIFTON LEE MR.",OTH,4705,498.77,4705
"ROBERTS, IRA",REP,0,0,0
"ROBERTS, PAT",REP,11502.07,228594.39,0
"ROBERTS, SHAWNA",DEM,261.84,574.4,261.84
"ROBERTSON, AL D",DEM,5611.23,4143.88,5611.23
"ROBERTSON, ANNABELLE",DEM,750,750,750
"ROBERTSON, TERRY",REP,50,369,0
"ROBINSON, ART DR.",REP,58442.97,103904.72,58442.97
"ROBINSON, EMILY",IND,240267.23,212.72,59.99
"ROBINSON, HERB",DEM,1132.33,362.33,110
"ROBINSON, MINDY",REP,34063.86,34063.86,32563.86
"ROBINSON, RANDALL SCOTT",REP,179902.87,179834.96,86452.87
"ROBINSON, TREY",DEM,0,0,0
"ROBY, MARTHA",REP,216297.5,512768.27,53800
"RODDEN, NICOLE",REP,186390.33,178590.11,83289.53
"RODEO, KENNY",REP,0,0,0
"RODGERS, EMORY",DEM,0,0,0
"RODIMER, DAN",REP,3152055.95,3131213.48,2587177.58
"RODKIN ROTERING, NANCY",DEM,0,0,0
"RODRIGUEZ, JIMMY",REP,590150,24371.13,155
"RODRIGUEZ, JOSE JAVIER",DEM,108.74,3598.54,0
"RODRIGUEZ, JUNIUS",DEM,0,4905.41,0
"RODRIGUEZ, RAMON",DEM,7050,7048.47,300
"RODRIGUEZ, RUBEN",REP,3782.54,3782.54,3760.54
"RODRIGUEZ, SAUL ALEJANDRO",REP,300,300,300
"RODRIGUEZ, YDANIS",DEM,191779,192095.2,191779
"ROE, DAVID PHILLIP DR.",REP,141221,252398.52,130884
"ROEILL, ZACHARY M",DEM,3470.09,3470.09,0
"ROGERS, BEVON",DEM,1480,1250,1280
"ROGERS, HAROLD DALLAS",REP,671229.61,842842.86,264126.48
"ROGERS, LAKESHA DONYEIL",IND,485.18,1221.65,0
"ROGERS, MICHAEL",REP,1202888.07,1228340.4,443369
"ROGERS, ROBERT L",REP,29593.11,22964.09,254.32
"ROGERS, WENDY",REP,49935,51637.07,44935
"ROHRABACHER, DANA",REP,30119.85,74381.96,25
"ROKITA, THEODORE EDWARD",REP,59.27,24641.11,0
"ROKITA, THEODORE EDWARD",REP,59.27,24641.11,0
"ROLDE, DAVID",GRE,8494.23,7518.32,3328.92
"ROLLASON, ROBERT",REP,4707.38,3620.73,2990.92
"ROLLINS, GAVIN",REP,186934.21,186934.21,131794.21
"ROMAGNANO, CHASE ANDERSON ANDY REV.",REP,50,13.98,0
"ROMAGNANO, CHASE ANDERSON ANDY REV.",REP,0,0,0
"ROMAN, ANGELA",REP,16549.05,15339.17,16159.48
"ROMANOFF, ANDREW",DEM,3367547.52,3295799.79,3290223.17
"ROMERO, PAUL JOSEPH MR. JR.",REP,7984.93,6595.91,4869.2
"ROMLEY, KEN",DEM,0,0,0
"ROMNEY, MITT / PAUL D. RYAN",REP,178708.77,218461.22,0
"ROMNEY, WILLARD MITT MR",REP,891538.6,547982.12,270115.5
"RONCHETTI, MARK V.",REP,3977162.91,3966350.98,3808608.21
"RONNEBECK, STEVE",REP,4880,3422.36,4880
"ROONEY, FRANCIS",REP,6797.35,644134.84,2315
"ROONEY, TOM MR.",REP,0,1909.2,0
"ROSE, JERRY",UN,547.26,17,26.41
"ROSE, JOHN W.",REP,1582985.81,1158244.39,584744
"ROSE, MAX",DEM,9323126.22,9537934.79,7309630.4
"ROSEN GONZALEZ, KRISTEN",DEM,0,15125.95,0
"ROSEN, JACKY",DEM,2537641.13,1054135.24,1110573.1
"ROSEN, JACKY",DEM,2537641.13,1054135.24,1110573.1
"ROSENBERG, MIKHAIL OLIVER",DEM,0,0,0
"ROSENDALE, MATT",REP,4034800.46,3848139.8,3143255.17
"ROSENDALE, MATT MR.",REP,4034800.46,3848139.8,3143255.17
"ROSHAN, SHAWN",DEM,1699,1641.94,680
"ROSKAM, PETER",REP,4428.7,22410.28,3654.6
"ROSS, DEBORAH",DEM,2291722.62,1840264.49,1762872.95
"ROSS, DEBORAH K",DEM,22043.03,81473.8,0
"ROSS, DENNIS ALAN",REP,0,52487.4,0
"ROSS, GENA L DR",DEM,10170.21,10530.02,7557.88
"ROSS, JASON",REP,105312.08,105312.08,92515.42
"ROSSI, DINO",REP,32847.84,58008.09,0
"ROTHFUS, KEITH MR.",REP,0,0,0
"ROTHMULLER, ERIC",DEM,2985.51,2238.23,985.51
"ROUCO, GEORGE",REP,0,3.86,0
"ROUDA, HARLEY E JR",DEM,6259589.71,6465174.21,4495489.52
"ROUNDS, MIKE",REP,3663084.5,2492100.99,2066636.73
"ROUSE, ERIC S",REP,181890,181890,50150
"ROUTLEDGE, ROOT",DEM,7429.1,7432.95,3251.7
"ROUZER, DAVID CHESTON",REP,1642500.38,1052924.78,575026.74
"ROWE, CHRISTOPHER LEE",DEM,13921.17,11102.99,12871.17
"ROWIN, KRISTEN ALAMO",REP,665,8482.25,665
"ROWLEY, TODD",DEM,60348.4,67527.28,57718.52
"ROY, CHIP",REP,5098026.87,4771749.89,4196741.71
"ROYBAL-ALLARD, LUCILLE",DEM,749181.71,750770.04,207346.34
"RUBANDO, NICK",DEM,255725.13,253828.84,242961.35
"RUBIN, JOEL MARTIN",DEM,0,0,0
"RUBIN, ZADOK",PPY,2.5,2.5,2.5
"RUBIO, MARCO",REP,57500,59379.8,0
"RUBIO, MARCO",REP,4653132.95,2274830.46,3940792.48
"RUDBECK, THOMAS MR.",IND,0,1737.37,0
"RUDEN, NORAN ERIC",REP,304518.3,303730.21,70396.11
"RUFF, ANDY",DEM,149769.7,136412.35,141388.75
"RUFF, KIMBERLY MARGARET",LIB,23408.2,23408.2,13398.64
"RUIZ, RAUL",REP,14044.19,6243.65,12039.19
"RUIZ, RAUL DR.",DEM,2467107.76,1796926.6,1460347.84
"RUPPERSBERGER, C. A. DUTCH",DEM,1023775.59,938293.93,315503.42
"RUSH, BOBBY LEE",DEM,545760.47,500779.36,76485.28
"RUSHING, STONY",REP,73550.4,73550.4,73550.4
"RUSS, DAVID",REP,153,53,153
"RUSSELL, CLINE 372867130504006 MR",DEM,0,0,0
"RUSSELL, JOHN",DEM,0,150,0
"RUSSELL, KEN",DEM,0,11979.35,0
"RUSSELL, STEVEN DANE",REP,0,93773.94,0
"RUSSO, CLAIRE",DEM,729948.46,729948.46,702483.51
"RUTHERFORD, JOHN",REP,1025977.41,1284766.32,463088.2
"RUZZICONI, RYAN",DEM,49548.02,48039.64,48.02
"RYAN, GREGORY",REP,139.5,5845.57,80
"RYAN, PATRICK",DEM,11390.58,16344.15,0
"RYAN, TIMOTHY",DEM,1991087.32,2089544.91,1117400.94
"RYAN, TIMOTHY J.",DEM,1341246.39,1340942.63,1285074.27
"SAAD, FAYROUZ",DEM,225,5100,225
"SABLAN, GREGORIO KILILI CAMACHO REP.",IND,71319.43,56761.35,31754.8
"SABRIN, MURRAY",LIB,234,1085,100
"SACHS, NOGA",REP,0,0,0
"SACRAMENTO, NICOLAS",REP,100,5020.73,100
"SAGAN, GREGORY T. MR.",DEM,12265.32,14881.63,6015.32
"SAGER, FRANKLIN WALTON MR.",REP,5865.88,5865.88,1865
"SAGOO, GURPINDER SINGH",REP,5000,0,5000
"SAGOO, GURPINDER SINGH",REP,5000,0,5000
"SAJNA, CYRUS MR",IND,35096.25,34941.71,96.25
"SAJNA, CYRUS MR.",REP,0,0,0
"SALADINO, JOSEPH PETER",REP,68704.22,63823.3,41494.22
"SALADO, ARMANI",REP,8379.85,8379.85,8379.85
"SALAS, ROBERT LAMBERT MR.",DEM,7640.85,9392.21,2087.53
"SALAZAR, MAITE GABRIELLE",DEM,27985.93,27421.32,25914.1
"SALAZAR, MARIA ELVIRA",REP,3690747.29,3682371.15,3169543.51
"SALEM, KHALED MR",DEM,0,4200,0
"SALERNO, LILLIAN",DEM,0,734.85,0
"SALI, WILLIAM T.",REP,0,0,0
"SALINAS, XAVIER MR.",REP,0,0,0
"SALLING, JOHNNY RAY MR.",REP,68320,66895.4,64086.3
"SALMON, SCOTT",DEM,0,3735.27,0
"SALTER, CAROLYN",DEM,318997.93,290261.65,144777.93
"SAN MIGUEL, EDNA",REP,0,0,0
"SAN NICOLAS, MICHAEL F.Q. MR.",DEM,94956,95135.99,68956
"SANBORN, ANDY",REP,0,0,0
"SANCHEZ, JOSEPH LOUIS",DEM,204201.55,203249.57,169428.58
"SANCHEZ, LINDA",DEM,1263616.56,1157773.49,211517.19
"SANCHEZ, LORETTA",DEM,5853.48,12024.58,0
"SANCHEZ, LOUIE J",REP,162470.6,158684.66,62470.6
"SANCHEZ, MICHAEL DAVID",IND,100,12,100
"SANCHEZ, THOMAS CARL",DEM,0,0,0
"SANDBECK, DAVID ANDREW",DFL,16181,15300,5681
"SANDERS, BERNARD",DEM,218907026.62,221001358.61,202554495.98
"SANDERS, BERNARD",IND,12810421.5,14108691.81,10709291.51
"SANDERS, JAMES JR",DEM,0,511.91,0
"SANDERS, JUSTIN DAVID MR.",REP,300,0,0
"SANDERS, LEVI",DEM,0,2400,0
"SANFORD, MARSHALL C. HON.",REP,134151.18,120150.32,94862.42
"SANFORD, MARSHALL HON",REP,134151.18,120150.32,94862.42
"SANGARI, SARGIS",REP,35364,34714.62,30564
"SANGUINETTI, EVELYN",REP,149008.38,149008.38,128502.38
"SANTANA, EDWIN JR",DEM,0,589.85,0
"SANTORI, SUZETTE",DEM,6215.1,6215.1,290
"SANTORUM, RICHARD J.",REP,9999.64,14434.7,5360
"SANTOS, MANNY",REP,260.13,344.31,260.13
"SANTOS, ROBERT",REP,5450,5450,4050
"SAPP, JUDSON",REP,816334.46,808342.75,269484.46
"SARBANES, JOHN P. MR.",DEM,578602.48,692302.65,575196.47
"SARE, DIANE WILSON MS",IND,10535,6290.18,10535
"SARKAR, DEBESH",REP,28205,24372.08,5985
"SARNOSKI, JASON",REP,0,7975,0
"SASSE, BENJAMIN E",REP,4530024.67,3757823.15,2405198.65
"SAUBERMAN, JOSHUA A",IND,127,269.55,127
"SAUCEDO, DAVID M.",REP,8030.09,6571.12,3183.56
"SAVAGE, LISA JILL",UNK,208800.08,197255.37,206282.27
"SAVARY, SUZANNE JOYCE",DEM,0,810,0
"SAVOIE, TAMMY MARIE DR",DEM,0,1512.13,0
"SAWDY, STEVEN",DEM,0,767.1,0
"SAXTON, H. J",REP,0,11134,0
"SAYERS, DOUGLAS MILLARD",REP,6236.75,6236.75,1110
"SBAIH, JESSE",DEM,0,0,0
"SCAIFE, DELANO MICHAEL",REP,6805.46,6792.93,6805.46
"SCALISE, STEVE MR",REP,38160641.59,33728421.42,27592974.75
"SCANLAN, AARON",REP,93194.52,93176.72,34504.52
"SCANLON, MARY GAY",DEM,1479735.15,1374969.35,1077212.88
"SCARANE, JESSICA",DEM,427826.84,365199.01,408973.71
"SCATURRO, FRANK MR.",REP,818.34,838.34,0
"SCHAFER, WILLIAM",REP,21836.49,20913.29,18792.09
"SCHAFFER, ROBERT W",REP,0,90870.98,0
"SCHAKOWSKY, JANICE D",DEM,1858402.52,1538439.42,1364362.72
"SCHANBACHER, KRISTINE",DEM,476883.07,476615.91,357518.26
"SCHAPIRA, DAVID",DEM,0,0,0
"SCHATZ, BRIAN",DEM,1188435.33,736025.64,656744.99
"SCHAUPP, CHARLES EUGENE",REP,389.28,0,0
"SCHEINBERG, AARON",DEM,4000,65767.35,0
"SCHEIRMAN, ELLIOTT ROBERT",LIB,15374.09,14295.52,12624.09
"SCHELLER, LISA",REP,3740779.05,3661738.3,998798.19
"SCHIFF, ADAM",DEM,19598362.66,10404171.36,17580542.83
"SCHIFFMAN, STEVEN",DEM,150000,500,0
"SCHILLER, JILL",DEM,1429.15,19419.28,0
"SCHILLING, ROBERT TODD",REP,157617.97,156688.06,146811.42
"SCHLEIFER, ADAM",DEM,5727182.22,5727173.75,508579.13
"SCHMETT, KIM",REP,0,0,0
"SCHMID, STEPHANIE",DEM,801745.25,760175.5,651191.28
"SCHMIDT, JESSE",NPA,0,0,0
"SCHMITT, MICHAEL D",REP,0,75,0
"SCHNEIDER, BRADLEY SCOTT",DEM,3610180.42,3024001.68,2191610
"SCHNEIDER, JAN",DEM,2300,0,2300
"SCHNEIDER, JOSEPH",REP,150.6,150.6,0
"SCHOCK, AARON JON MR.",REP,38030.56,25000,0
"SCHOENBLATT, JOSHUA LOUIS",REP,5686,5363,5335
"SCHOLTEN, HILLARY",DEM,3840545.09,3813354.85,2971001.16
"SCHOLTEN, JAMES D.",DEM,2913538.56,2929626.12,2734204.37
"SCHOOLCRAFT, JAMIE DANIEL",DEM,539.58,0,539.58
"SCHOOLEY, TRAVIS",REP,0,0,0
"SCHRADER, KURT",DEM,2034595.25,1937976.57,433765.92
"SCHRADER, STEPHEN JAMES",LIB,0,0,0
"SCHRIER, KIM DR.",DEM,5452642.06,3804548.53,4468161.7
"SCHRINER, JOSEPH CHARLES",IND,882,865,197
"SCHRODER, KATE",DEM,4072743.29,4072238.34,3372763.23
"SCHROEPFER, MARK P",DFL,100,0,100
"SCHULZ, JONAH",REP,3398,2918.34,2573
"SCHUMER, CHARLES E",DEM,3007905.44,2197023.13,1661527.54
"SCHUPP, JILL DARLYNE",DEM,4870302.34,4849789,4259592.77
"SCHURING, KIRK",REP,0,10,0
"SCHWARTZ, DAN",REP,774285.6,774285.6,181801.3
"SCHWARTZBERG , STEVE J",DEM,0,0,0
"SCHWEIKERT, DAVID S.",REP,2298670.48,2283320.82,1433141.94
"SCOTT, DAVID ALBERT",DEM,1228393.21,1142722.37,185206.62
"SCOTT, GEORGE",DEM,5333.43,23093.99,0
"SCOTT, JAMES AUSTIN",REP,836255.71,730669.43,285708
"SCOTT, JOSHUA",REP,23624.37,14247.84,18624.37
"SCOTT, RICK SEN",REP,1720908.24,1029043.47,629513.37
"SCOTT, ROBERT C",DEM,875926.24,837219.09,222376.24
"SCOTT, TIMOTHY E",REP,9283406.87,5514650.75,8491436.22
"SCURLOCK, FRANK MIALS",IND,189175.61,263116.91,0
"SEAMAN, VICTORIA",REP,0,12157.83,0
"SEDGWICK, DONALD M",REP,895705.07,895705.07,888485.07
"SEDILLO LOPEZ, ANTOINETTE",DEM,66762.53,81.56,62412.53
"SEEBERGER, RICK",REC,250,1079.99,0
"SEGAL, JEROME MICHAEL",OTH,44189.73,39128.49,186.73
"SEGURA, SEAN PAUL",DEM,11656.16,28732.68,31.16
"SEIDMAN, BARBARA",DEM,60295.91,31496.41,5061.97
"SEIKALY, HELANE LULU SAWSAN",DEM,1654380.18,1654038.39,1461052.54
"SELMONT, GEORGE AUSTIN",DEM,325,524.61,0
"SENEY, MICHAEL ROBERT",REP,41823.4,71584.3,11823.4
"SENEY, RAYMOND J",DEM,2939.89,2634.69,100
"SENSENBRENNER, F. JAMES JR.",REP,63608.52,170290.47,11118
"SERBIN, JOHN PAUL",REP,450,0,0
"SERGENT, TALLEY",DEM,0,21407.45,0
"SERNA, MARCO",DEM,723723.15,719074.01,694848.15
"SERRANO, GERARDO",REP,53755.35,53755.35,1492
"SERRANO, JOSE E.",DEM,17751,47068.35,1251
"SESSIONS, JEFFERSON B",REP,2363736.53,4859196.4,1790831.57
"SESSIONS, PETE",REP,1485908.61,1696588.07,716783.42
"SESTAK, JOSEPH A JR",DEM,449344.58,445767.92,440126.63
"SESTAK, JOSEPH A JR",DEM,0,1632.12,0
"SETHI, DR. MANNY",REP,5940863.76,5940167.77,3274514.7
"SEVERSON, DANIEL MARK",REP,142554.2,142554.2,39298.06
"SEWELL, TERRI A.",DEM,2171039.72,1498831.85,407562.27
"SHABAZZ, TARIQ KHAJUAN",DEM,1829.9,1737.74,1176
"SHACK, THOMAS G III",DEM,11443.95,12500,9143.95
"SHAHEEN, JEANNE",DEM,18172382.69,17521348.95,15236819.7
"SHALALA, DONNA",DEM,3922822.03,3815880.66,2926415.7
"SHAMEL, HAYDEN CATHERINE",DEM,1506.23,3311.33,0
"SHAMLEY, DOYEL",REP,4887.57,4887.57,4887.57
"SHAPIRO, M. DAVID",DEM,324,2557.63,0
"SHARIEF, BARBARA",DEM,6505,134.5,6505
"SHARMA, NISHA",REP,186079.34,182994.64,162345.85
"SHARON, JENNIFER",REP,19011.1,14442.45,14246.28
"SHARPTON, REV ALFRED C",DEM,0,0,0
"SHAYS, CHRISTOPHER",REP,16839.11,15830,0
"SHEARER, ALAINA",DEM,1040754.24,1032453,1024763.59
"SHEDD, TIFFANY",REP,1715148.4,1655234.73,1162725.27
"SHEEHAN, WILL",DEM,19000.29,17833.58,14546
"SHEHADEH, HASSAN",DEM,1000,29,0
"SHEIN, DIMITRI",DEM,0,367.52,0
"SHELBY, RICHARD C",REP,169143.99,246457.05,0
"SHELTON, ALISHA",DEM,54275.36,38266.86,51214.59
"SHEPARD, PHILLIP RAY",REP,168080,166823.75,97495
"SHEPHERD, DOUG",REP,0,0,0
"SHEPHERD, MARK",REP,58613.24,58613.24,38041
"SHEPHERD, RICK",DEM,4725.75,15138.68,4725.75
"SHERIDAN, TIMOTHY J",DEM,0,22704.72,0
"SHERMAN, BRAD",DEM,1514134.26,1112586.37,507553.46
"SHERMAN, JAYESUN ISRAEL MR.",REP,9093.1,11438.99,8618.58
"SHERRIL, PETER WILLIAM",REP,3275,625,2650
"SHERRILL, MIKIE",DEM,6494469.85,3807868.3,4842625.69
"SHERRILL, REBA",REP,350102.5,50064.68,102.5
"SHIMKUS, JOHN M",REP,561615.07,842941.55,77447
"SHKRELI, SUZANNA",DEM,0,460.91,0
"SHOEMAKER, ED",REP,0,0,0
"SHORES, DANIEL L",REP,0,0,0
"SHORT, ROBERT G",REP,374858.71,375568.38,64272.13
"SHOUSE, HAROLD SHELBY MR JR",DEM,19782.97,19782.97,970
"SHREFFLER, DOUG (I)",DEM,184987.55,193987.55,0
"SHUBERT, FERN HAYWOOD",REP,9284.52,9284.52,3994.5
"SHUDOFSKY, ARYEH",REP,0,1.47,0
"SHURTLEFF, MARK",REP,0,0,0
"SIDDIQUI, OMAR A.",DEM,12000,12000,12000
"SIDIE, JAY",DEM,0,0,0
"SIEBE, AMANDA NICOLE MS",DEM,8794.7,8965.84,8794.7
"SIEDENBUEHL, THOMAS",REP,120600.36,120600.36,10425.1
"SIEGEL, CYNTHIA",REP,757577.04,757551.64,266555.98
"SIEGEL, MICHAEL",DEM,2942987.88,2932841.7,2617417.18
"SIGEL, BEN",DEM,317602.45,317489.24,313052
"SIGLER, AARON CHARLES DR",LIB,3297.88,2647.24,1597.88
"SIGMON, JASON",IND,11791.43,11651.43,140
"SILK, JOSEPH WESLEY",REP,29015.66,29015.66,27923
"SIMITIAN, S JOSEPH",DEM,13239.83,9806.2,9650
"SIMMONS, JADE",UN,125562.5,79787.71,34197.51
"SIMMONS, LINDSEY NICOLE",DEM,401749.9,390437.54,378992.4
"SIMPSON, GLENN SCOTT ALLISTAIR MR.",DEM,0,11074,0
"SIMPSON, JIM",REP,60707.07,60707.07,60657.07
"SIMPSON, MICHAEL",REP,1010346.7,1101104.36,260243.41
"SIMPSON, STEPHEN K MR.",REP,0,0,0
"SINEMA, KYRSTEN",DEM,3625299.95,1341085.36,2161827.39
"SINEMA, KYRSTEN",DEM,3625299.95,1341085.36,2161827.39
"SINGER, ALEX CHANNING",DEM,0,0,0
"SINGER, JAMES COURAGE",DEM,0,1494.28,0
"SINGH, BISHAM DR.",REP,102418.5,101130.02,9731
"SINGH, HIRSH",REP,694015.88,691464.52,658292.3
"SINGH, HIRSH",REP,694015.88,691464.52,658292.3
"SINGH, HIRSH V",REP,694015.88,691464.52,658292.3
"SINHA, VIRESH M",DEM,0,0,0
"SIRES, ALBIO",DEM,605810.03,551324.8,299819.01
"SKARLATOS, ALEK",REP,5462320.88,5338964.33,5105618.46
"SKRBIC, LJUBO",REP,12505,990,495
"SKRBIC, LJUBO DR",REP,12505,990,495
"SLAUGHTER, LOUISE",DEM,2155.4,207292.18,0
"SLEISTER, NICOLAUS",DEM,2680.24,2676.52,280
"SLOAN, HEIDI",DEM,215919.23,215418.24,211919.23
"SLOCUM, DOUG",REP,641032.15,639719.85,592708.31
"SLOOT, SARENA",REP,5126.11,5126.11,5126
"SLOTKIN, ELISSA",DEM,9135389.92,7587944.33,7317659.04
"SLOTNICK, NANCY DAILEY",REP,56599,55882.81,24099
"SLOWINSKI, BRIAN RICHARD",LIB,5220,5220,0
"SMALLING, DAVID",REP,45969,0,0
"SMART, ANDREW THOMAS",REP,0,0,0
"SMITH, ADRIAN",REP,1511709.3,1153644.41,364982.3
"SMITH, AJA",REP,668055.42,667305.83,660228.13
"SMITH, ANDE",REP,0,1780,0
"SMITH, ANTONIO T. JR.",IND,1869,7223.8,1844
"SMITH, CARLTON ELLIOTT",DEM,0,15445.9,0
"SMITH, CHRISTOPHER BARTHOLOMEW",DEM,18536.78,18536.78,5220
"SMITH, CHRISTOPHER H",REP,1386941.44,1288378.48,820045.84
"SMITH, CHRISTY",DEM,6112638.83,5943381.18,4728273.17
"SMITH, D. ADAM",DEM,1327196.11,933144.97,550649.11
"SMITH, DANIEL B MR JR",DEM,26567.26,26567.26,25817.26
"SMITH, DOUGLAS MARK MR. JR.",IND,0,0,0
"SMITH, DWIGHT STANFORD",NNE,0,1382.6,0
"SMITH, ERICA DANETTE",DEM,239739.84,220408.77,230239.84
"SMITH, JASON T",REP,1902371.34,1516929.93,536860.46
"SMITH, JEFFERY G",REP,30964.36,41966.01,680
"SMITH, JOHN ARTHUR",DEM,0,0,0
"SMITH, KASANDRA LEE",DEM,0,10,0
"SMITH, LAMAR",REP,8659.02,262653.77,0
"SMITH, LARRY JOSEPH",DEM,6244.39,6244.39,3444.39
"SMITH, LORAN ALLEN",GRE,6009.72,4141.22,3688.81
"SMITH, MICHELLE LAURENCE MS",DEM,1736.22,21364.97,1736.22
"SMITH, PAULETTE MISS",REP,4212.5,0,0
"SMITH, PRINCELLA D",REP,0,0,0
"SMITH, ROBERT EUGENE",REP,237,242,0
"SMITH, SANDY",REP,1703668.95,1683098.91,1357172.01
"SMITH, SANDY",REP,1703668.95,1683098.91,1357172.01
"SMITH, SCOTT A",UNK,8718.07,8402.97,6420.62
"SMITH, SHARMIN LYNN",DEM,6294.8,6294.8,6294.8
"SMITH, STEFANIE",DEM,11770.47,11568.04,11770.47
"SMITH, STEVE",REP,0,186.37,0
"SMITH, SUSAN MARIE",REP,62905.1,59843.39,51518.85
"SMITH, TINA",DEM,16468404.53,16100431.77,13356797.77
"SMITH, ZACHARY",REP,500,275.35,0
"SMUCKER, LLOYD K.",REP,1358388.43,671774.32,426419.72
"SNIDER, VANCE NEAL MR. II",REP,45386.88,45406.88,27267.18
"SNOWDEN, PHILLIP",DEM,29481,28077.43,4141
"SNYDER, JAMES E JR",REP,0,0,0
"SNYDER, MICHAEL",REP,0,0,0
"SNYDER, NICOLETTE",REP,41488.7,41488.7,41488.7
"SNYDER, STACY RIES",REP,0,0,0
"SOBIE, CURTIS",DEM,4173.19,3253.45,1272.75
"SODERBERG, NANCY",DEM,700,4770.73,700
"SOLDATI, LINCOLN T.",DEM,0,0,0
"SOLIS, HILDA",DEM,0,28532.31,0
"SOLOMON, ROBERT",DEM,0,9159.84,0
"SOLORIO, JESUS EDUARDO JR",REP,2065,843.27,2065
"SONNEK-SCHMELZ, BRENT J",REP,0,0,0
"SOOD, AJAY",IND,7549.26,7757.75,874.75
"SORENSEN, SOREN CHRISTIAN MR.",DFL,606.52,443.34,606.52
"SORIA, ESMERALDA",DEM,432411.61,429336.3,340939.13
"SOTO, DARREN",DEM,1115842.18,949960.3,320267.44
"SOTO, RUDY",DEM,305168.95,305168.95,280386.32
"SOULES, MERRIE LEE MS.",DEM,17687.57,300,0
"SOUSA LIVENGOOD, MARLA",REP,139233.45,139233.45,133633.45
"SOUTHERLAND, HARRY",DEM,24844.21,24910.26,7975
"SOWARDS, GREG",REP,0,1584.27,0
"SPALDING, CARLA A",REP,947208.87,931190.64,918074.64
"SPALDING, CARLA ARLENE",IND,947208.87,931190.64,918074.64
"SPANBERGER, ABIGAIL",DEM,8494947.77,7959480.65,6565508.99
"SPANO, VINCENT ROSS",REP,1130466.71,1108389.75,680013.53
"SPARKS, LISA",REP,519919.43,519919.43,518919.43
"SPARTZ, VICTORIA",REP,3270606.27,3161481.86,1459548.41
"SPAULDING, STEPHANY ROSE",DEM,0,41183.98,0
"SPAULDING, STEPHANY ROSE",DEM,191742.54,185123.26,135927.41
"SPECIALE, MICHAEL DAVID MR.",REP,16702.45,16702.45,16702.45
"SPEIER, JACKIE",DEM,944087.15,920752.1,658959.34
"SPENCER, JOHN D",REP,0,0,0
"SPENCER, LUKE",LIB,989.93,1068.75,909.93
"SPENSER, ALEX",DEM,25854.68,25524.55,16511.57
"SPEZAKIS, ZINOVIA",DEM,697377.33,697377.33,75936.55
"SPICER, LAVERN",REP,39625.3,39561.16,15074.3
"SPIERS, JON P DR",REP,0,479.2,0
"SPIKES, HARRY",DEM,25318.74,24414.62,24153.74
"SPONHEIM, DAVID JON",OTH,266.64,768.57,468.54
"SPOTORNO, FRANK",REP,0,79,0
"SPOTORNO, FRANK",REP,0,79,0
"SPRATT, JOHN MCKEE JR HON",DEM,2.48,11801.89,0
"SRAIL, JAMES RYAN MR.",IND,0,0,0
"SREEPADA, KIRAN",DEM,206644.28,207190.98,202644.28
"SRINIVASAN, ARJUN",IND,0,0,0
"ST. CLAIR, LUCAS",DEM,41810.41,44851.6,4209.97
"ST. GEORGE, JAMES",REP,1114214.98,1112446.26,287214.98
"STAAT, JEREMY",REP,125797.96,123356.63,121717.28
"STABENOW, DEBBIE",DEM,1834382.46,1098296.25,1140061.44
"STANLEY, BLAKE",REP,5064.38,5622.99,2800
"STANSBURY, MELANIE",DEM,53385.03,2262.1,51385.03
"STANTON KING, ANGELA",REP,310545.06,309313.35,297265.66
"STANTON, GREG",DEM,2020240.34,1019971.13,1350833.95
"STAPLETON, COREY",REP,219453.72,219453.72,199570.72
"STARKY, STUART",DEM,5784,7359.75,2932
"STAUBER, PETER ALLEN",REP,2602490.35,2618059.12,1363801.56
"STAUTZ, SHAY",REP,245212.74,238623.51,138273.98
"STAVA-MURRAY, ANNE MICHELE MOST RECEN",DEM,175,165.28,25
"STEARNS, CANDIUS MRS.",REP,0,0,0
"STEARNS, CLIFFORD B.",REP,383627.23,371499.95,0
"STEEL, MICHELLE",REP,6428812.51,6271738.6,3456632.81
"STEELE, HOWARD LYNN JR.",REP,68481.36,67702.28,1300
"STEELE, MICHAEL REVEREND",DEM,1199.49,992.6,472.39
"STEELMAN, SARAH H",REP,0,0,0
"STEEN, KEVIN ADAM",REP,0,492,0
"STEFANIK, ELISE M.",REP,13349928.94,11718616.84,11174707.3
"STEIL, BRYAN GEORGE",REP,3521992.26,3172844.5,2044863.46
"STEIN, JILL",GRE,158833.09,303778.62,8388
"STEINER, DAN",DEM,15295.06,16090.06,0
"STELLA, DANIELLE",REP,139968.54,139968.54,139968.54
"STELLA, DOMINICK J. M.D.",REP,2700.92,6133.74,2700
"STEPP, KENNETH STEPHENSON",DEM,173,173,0
"STERN, EVERETT MR.",REP,0,0,0
