candidate,party,receipts,disbursements,ind_contributors
"HAGGMAN, MATTHEW W",DEM,1447172.89,1444344.92,1436027.06
"HAHN, JANICE",DEM,0.08,3027.15,0
"HAHN, PATRICK JOHN",REP,5000,4559,150
"HALCOVAGE, GEORGE F. JR.",REP,252052.27,252052.27,242531.7
"HALE, CHRISTOPHER JOLLY",DEM,50686.47,50889.8,28850.68
"HALL, ISADORE III",DEM,1503,7949.04,0
"HALL, MATTHEW",REP,211,211,0
"HALL, MEL",DEM,4123139,4065914.63,842176.71
"HALL, SETH BLANE 1962",DEM,78672.22,43953.61,43072.22
"HALVERSTADT, JONATHAN PHILIP MR.",REP,89466.44,89466.44,39466.44
"HALVORSON, ARTHUR L",REP,125432,118752.75,59982
"HAMADANCHY, KIA",DEM,655052.65,655052.65,643822.81
"HAMBLIN, HANK",REP,10945.94,13568.86,4695.94
"HAMILTON, DANIEL KELLER WIL",REP,278280.9,256846.3,255530.9
"HAMMOND, LARRY GUY",REP,1874.12,7207.43,200
"HAMMOND, SCOTT",REP,290689.03,290689.03,244354.36
"HANABUSA, COLLEEN W.",DEM,132366.48,650181.39,15666.47
"HANABUSA, COLLEEN WAKAKO",DEM,132366.48,650181.39,15666.47
"HANDEL, KAREN CHRISTINE",REP,8772986.85,8685297.45,6884182.59
"HANEY, PERRY",DEM,0,0,0
"HANLON, KARL J",DEM,305207.2,305207.2,237053.52
"HANNA, RICHARD L.",REP,0,3328.49,0
"HANNEMANN, MULIUFI F 'MUFI'",DEM,27500,28416.34,0
"HANSEN, EDWARD WESTERGAARD",DEM,53232.28,56648.35,30752.28
"HANSEN, LEWIS MICHAEL JR",DEM,17406,16770,17081
"HANSON, BEN",DEM,160779.49,160779.49,150220.24
"HANSON, CYNDI",REP,34423,31942,10995
"HANSON, DAVID BRUCE MR.",DEM,22845.38,23728.85,2552.84
"HANSON, JUSTIN MR.",IND,50174,48925.83,49099
"HARBAUGH, KENNETH",DEM,3059075.7,3039509.63,2467011.22
"HARDER, JOSH",DEM,8441529.09,8421288.43,7411079.72
"HARDIN, CHRISTOPHER WESLEY MR.",REP,0,77,0
"HARDWICK, STETSON",DEM,100,20,100
"HARDY, CHARLES E",REP,9058,8891,7215
"HARDY, CRESENT",REP,21943.61,46533.28,0
"HARDY, CRESENT",REP,903033.08,889839.7,549130.45
"HARIDOPOLOS, MIKE",REP,1756.55,472201,0
"HARKEY, DIANE",REP,1645908.41,1642058.86,1267485.32
"HARKIN, THOMAS RICHARD",DEM,587.97,7359.61,0
"HARMATZ, HUGO R",REP,5455,5776.97,4720
"HARMON, WAYNE E",REP,606,346,380
"HARPER, GREGG",REP,326656.31,938316.42,47560
"HARPER, PAUL SEAN",REP,103289.22,103289.22,87248.01
"HARRELL, SALLY --",DEM,15566.56,24687.8,15366.56
"HARRIMAN, BRAD J",DEM,0,0,0
"HARRINGTON, PAUL J.",NNE,24.51,325,0
"HARRIS, ANDREW P",REP,1712469.79,1935284.24,1114588.07
"HARRIS, EUGENE PATTERSON",DEM,787582.3,779589.47,108852.28
"HARRIS, FELICIA",REP,0,0,0
"HARRIS, KAMALA D",DEM,7876238.11,7489393.33,7783854.11
"HARRIS, KATHERINE MOORE",IND,0,0,0
"HARRIS, KERRI EVELYN",DEM,183527.02,184613.49,170358.02
"HARRIS, MARK EVERETTE",REP,2163824.75,2141860.75,1764278.78
"HARRIS, MATT",DEM,5115,911.23,5115
"HARRIS, MATTHEW JOSEPH",DEM,5115,911.23,5115
"HARRIS, NAPOLEON",DEM,250000,250867.16,0
"HARRIS, TAMARA",DEM,1011027.85,1011027.85,296069.18
"HARRIS, TIM",REP,487812.1,477645.22,356362.77
"HARRISON, KEVIN DALE",IND,1330,3578.4,1330
"HARRISON, PETER JOHN MR.",DEM,5477.72,5147.21,3277.72
"HARRISON, THOMAS S IV",REP,770,304.2,770
"HART, JAMES",IND,101.13,310.8,0
"HART, ROBERT M",GRE,0,1436.23,0
"HARTFORD, ANDREW DOWNING",IND,0,0,0
"HARTLEY, MICHAEL",DEM,3052,2519,3052
"HARTMAN, CHRISTINA M",DEM,548792.09,568315.6,450856.43
"HARTSON, ALISON",DEM,444111.73,441187.89,428653.82
"HARTZLER, VICKY",REP,1273640.63,1355733.06,751297.25
"HARVEY, TED",REP,9362.95,10182.21,0
"HASHIMI, NADIA DR",DEM,574270.65,515274.89,342660.65
"HASSAN, MARGARET WOOD",DEM,1285289.17,1007835.29,1102708.17
"HASSETT, DOUGLAS",REP,13383.37,13305.75,11796
"HASTINGS, ALCEE L",DEM,791931.45,829501.68,394277.18
"HATCH, ORRIN G",REP,3976603,5220960,1763298
"HAULMARK, CHRIS",DEM,10982,4550.04,9222
"HAVENS, JONATHAN MR.",REP,162155,162155,81655
"HAWKINS, DANNY NATHANIEL JR.",REP,243.11,242.28,30
"HAWLEY, JOSHUA DAVID",REP,11946032.34,11470516.96,9314786.77
"HAYES, JAHANA",DEM,1862958.18,1306411.7,1430009.06
"HAYWOOD, CHARLES W. MR.",REP,81331.34,81076.25,60304
"HAZE, ERNEST STEVEN",DEM,0,360,0
"HAZEL, SHANE",REP,59579.13,59579.13,59376.57
"HEALY-ABRAMS, JOYCE",DEM,0,0,0
"HEANEY, ANDREW",REP,4000.73,4000,4000
"HEARD, CRAIG P.",REP,116.44,1270,0
"HEARSEY, CHRIS",DEM,70058.05,69098.26,32433.43
"HECK, DENNIS",DEM,1632852.46,1221635.07,777031.04
"HECK, JOE",REP,10636.44,264344.13,0
"HECKROTH, THOMAS",DEM,340829.68,340829.68,336498.27
"HEENAN, JOHN",DEM,1104281.99,1104281.99,619083.11
"HEFFERNAN, PETER",DEM,30899.63,28874.41,9050
"HEGAR, MARY JENNINGS MJ",DEM,5122102.12,5069600.64,4632043.02
"HEINRICH, MARTIN",DEM,6377069.86,7263558.16,3944623.76
"HEINRICH, MARTIN TREVOR",DEM,6377069.86,7263558.16,3944623.76
"HEINZ, MATTHEW",DEM,0,4.22,0
"HEINZ, MATTHEW GERALD",DEM,1013517.34,1013017.34,525516.19
"HEISE, KURT",REP,125850,125850,25850
"HEITKAMP, HEIDI",DEM,29525599.65,23660193.94,25588061.79
"HEITNER, JESSE ANDREW DR.",DEM,4757,4750,4589
"HELLER, DEAN",REP,12888327.96,14089975.47,8687150
"HELMER, DANIEL",DEM,1139199.01,1139199.01,1117219.03
"HENDERSON, DEIDRE",REP,37065,37065,29565
"HENDERSON, NICHOLAS",REP,1937.45,701.4,1937.45
"HENDERSON, TERRY O",REP,322930,322930,21050
"HENDREN, JAMES PAUL",REP,5.15,10,0
"HENDRICKSON, GEORGE",LIB,5644.59,5655.65,3818.78
"HENG, ELIZABETH",UNK,1298558.89,1267197.95,1058718.23
"HENLEY, GARDENIA M",DEM,100,126,0
"HENRY, BRENDON T",DEM,13038,11005,13038
"HENRY, WILLIAM ED",REP,6933,6933,6933
"HENSARLING, JEB HON.",REP,941954.42,973001.31,463031.92
"HEPBURN, MICHAEL A.",DEM,38399.23,38399.23,33819.9
"HERMANSON, BARRY",GRE,7114.85,7114.85,762
"HERN, KEVIN R",REP,2940362.08,2874702.46,1039379.37
"HERNANDEZ-MAYORAL, JOSE A",DEM,0,0,0
"HERNANDEZ, ALEXANDER MR.",IND,5716,6030.54,1916
"HERNANDEZ, BENJAMIN",IND,20399.01,17429.58,10382.5
"HERNANDEZ, CARLOS ARMANDO",REP,2927,2756,726
"HERNANDEZ, CHRISTIAN",DEM,100,100,0
"HERNANDEZ, DAVID RAYMOND",REP,0,0,0
"HERNANDEZ, ROGER",DEM,8750,9125,8750
"HERNANDEZ, SARA",DEM,337986.01,532200.38,321725.31
"HERNICK, CHARLES ALAN MR.",REP,238.59,1202.82,0
"HERR, BRIAN",REP,0,0,0
"HERRELL, STELLA YVETTE",UNK,1511999.34,1341381.29,1203445.16
"HERRERA BEUTLER, JAIME",REP,2705354.23,3042796.13,1638545.98
"HERRITY, PATRICK S",REP,0,0,0
"HERROD, CHRIS NILES",REP,14679.55,10489.81,18984.92
"HERROD, CHRISTOPHER NILES",REP,259379.22,255189.48,240184.59
"HERSCHEL, JUDITH L",DEM,146760.53,146565.8,140911.7
"HERSHMAN, BRANDT",REP,0,0,0
"HERTZLER, JOHN G",IND,0,0,0
"HERZ, DAVID RAPHAEL MR.",REP,300,45,0
"HEWITT, MARTIN",REP,18887.99,18887.99,16498.01
"HICE, JODY",REP,663118.3,623056.89,457798.3
"HICKEY, ADAM",GRE,625.77,604.57,174.75
"HICKS, SANDER",DEM,16001,16002.47,14411
"HICKS, TOM",DEM,49180.19,49180.19,25085.18
"HIDALGO, JUAN",REP,73237.31,70579.68,62201.87
"HIGGINS, BRIAN",DEM,1084457.42,909973.56,416426.07
"HIGGINS, CLAY CAPTAIN",REP,898713.98,882833.82,591938.98
"HILDEBRAND, DAVID",DEM,29546,28971,29186
"HILDEBRANDT, LORI MADELINE",DEM,226273.51,226273.51,221050.51
"HILDT, ROBERT TRAVIS",GRE,19250,18596,14052
"HILL KNOTT, KIMBERLY",DEM,19108,19385.17,19108
"HILL, BARON P",DEM,153.94,74861,0
"HILL, JAMES FRENCH",REP,2934564.98,3536453.22,1665334.48
"HILL, JUDSON",REP,821466.37,821466.37,564760.89
"HILL, KATHERINE LAUREN",DEM,8569626.33,8505044.12,6991652.12
"HILL, OWEN",REP,533764.12,533764.12,472413.85
"HILL, OWEN",REP,0,0,0
"HILL, RYAN",DEM,526.09,372.86,70
"HILL, SHAK",REP,309218.73,309218.73,304070.45
"HILL, SHAK",REP,4600,4600,0
"HILL, TOM",DEM,25.5,134.94,25.5
"HILLIARD, EARL FREDERICK JR",DEM,0,33.54,0
"HIMES, JIM",DEM,2028483.2,1706354.06,919034.6
"HINCHMAN, ROBERT CLAYTON MR",GOP,253800.31,259899.11,130537.5
"HINOJOSA, LETICIA",DEM,0,0,0
"HINOJOSA, RUBEN E.",DEM,841.75,26550.88,0
"HINSON, AMANDA LYNN",REP,315.52,130.88,315.52
"HINSON, YVONNE HAYES MS",DEM,47262.45,62700.32,40949.9
"HIRONO, MAZIE K",DEM,3275240.47,3091303.28,1908750.81
"HOAGENSON, SUZANNE RENEE",DEM,460652.56,453311.95,437185.26
"HOBSON, RICH",REP,76307.05,75633.71,75807.05
"HOEBER, AMIE",REP,906628.86,899379.55,297618.61
"HOEVEN, JOHN",REP,372455.22,466189.63,166262.22
"HOFF, SAMUEL B DR",IND,0,0,0
"HOFFMAN, DOUGLAS L. MR.",REP,1000,1000,0
"HOFFMAN, JONATHAN",REP,0,0,0
"HOFFMAN, MADELYN R",GRE,5893,5488,4878
"HOFFMAN, STEVE",OTH,28508.59,20504,28046
"HOLBROOK, MARK IRVING DR",REP,94801.87,95470.67,80436.91
"HOLCOMBE, JESSICA JONES",DEM,290020.57,290020.57,288416.57
"HOLDEN, DAVID",DEM,576623.82,557122.71,569097.82
"HOLDING, GEORGE E MR.",REP,3045693.79,3021113.67,1225546.13
"HOLGUIN, ERIC",DEM,202465.79,198801.62,178112.04
"HOLLAND, JOSEPH H",REP,11100,11100,11000
"HOLLINGSWORTH, TREY",REP,1505241.32,1498220.43,351721.07
"HOLLIS, PAUL B",REP,1019,2074,0
"HOLTZCLAW, WILLIAM LOVETTE",REP,40972.79,40899.6,33480.7
"HONDA, MIKE",DEM,68.79,10019.61,0.02
"HOOLEY, DARLENE",DEM,0,251,0
"HOPE, PATRICK ALAN",DEM,0,0,0
"HOPKINS, MICHAEL STARR",DEM,46924,46924,41674
"HOPKINS, WILLIAM E. JR.",DEM,120366,120365.72,109560
"HORN, JENNIFER",REP,0,0,0
"HORN, KENDRA",DEM,1283785.99,1184293.99,1178028.48
"HORN, MITCHELL",DEM,5500,5500,0
"HORNBACK, PHIL",DEM,21343.63,14417.14,6343.63
"HORNBERGER, BENJAMIN",REP,475.9,573.57,390
"HORNE, JENNY A",REP,0,1500,0
"HORNE, THOMAS M",REP,350,28,350
"HORNEY, MARGOT MS",DEM,1261.3,0,850.04
"HORNING, ANDY",REP,1217,1217,900
"HORSFORD, STEVEN ALEXZANDER",DEM,2283287.27,2255315.24,1306551.83
"HORST, JOHN H",REP,29234.98,29771.6,14724.78
"HORTON, LAUREN",DEM,874716.59,873387.91,850944.95
"HOULAHAN, CHRISSY",DEM,4354449.5,3402393.59,3040356.4
"HOUSLEY, KARIN",REP,4697809.09,4682067.29,3829946.46
"HOVDE, ERIC D",REP,0,0,0
"HOWARD, ALBERT BINYAHMIN",REP,0,0,0
"HOWARD, WILLIAM",LIB,2487.17,2447.17,390.11
"HOWE, BARBARA",LIB,3257.04,3257.04,2569.71
"HOWE, BARBARA J",LIB,3257.04,3257.04,2569.71
"HOWE, JOHN STERLING",REP,4.69,1376.43,0
"HOWE, ROBERT ALAN",DEM,30034.41,26392.13,20303.45
"HOWLAND, AMANDA",DEM,198264.19,197521.25,117612.52
"HOWZE, TED D II",REP,310905,1334.35,24905
"HOYER, STENY",DEM,4127505.58,4186051.88,1083039.96
"HOYOS, RENEE",DEM,351595.19,347366.36,338040.55
"HSING, MICHAEL PAUL",IND,0,561,0
"HUCKABEE, MIKE",REP,19974.01,25531.59,5000
"HUDSON HALE, MICHELLE R",DEM,0,0,0
"HUDSON, GEORGE T",REP,0,0,0
"HUDSON, RICHARD L. JR.",REP,2503543.48,2142318.5,952805.35
"HUELSKAMP, TIMOTHY A REP.",REP,3909.1,29570.29,375
"HUERTA, EMILIO J. MR.",DEM,113958.06,176111.55,109159.19
"HUFF, BOB",REP,694241.17,694241.17,504141.67
"HUFFMAN, JARED",DEM,951336.24,731368.14,556324.2
"HUFFMAN, JEFFREY SCOTT",DEM,14898.22,4874.45,14898.22
"HUFFMAN, RYAN",DEM,8688.83,8673.66,7962
"HUFFMAN, SCOTT",DEM,14898.22,4874.45,14898.22
"HUFFSTETLER, ROGER DEAN RD",DEM,1140434.18,1133255.48,953030
"HUGHES, DAVID",REP,261635.53,258329.76,182965.53
"HUGHES, WHIT MR.",REP,554379,554379,545879
"HUGIN, ROBERT",REP,39236111.14,39113138.31,2938411.51
"HUIZENGA, WILLIAM P",REP,2149394.25,2179809.54,749908.4
"HULINGS, JAY",DEM,617990.01,617971.66,482625.66
"HULTGREN, RANDY",REP,2238968.82,2400772.35,815959.61
"HUNT, JOSEPH WILLIAM MR.",REP,14050,13443.8,12550
"HUNT, MARK ALLEN",DEM,4659.25,4795.59,300
"HUNTER, CHRISTOPHER J.",DEM,779295,769589.7,718763.38
"HUNTER, DUNCAN D",REP,1186059.87,1822979,654384.07
"HUNTER, GREG",DEM,47449.69,47069.51,8154.78
"HUNZIKER, ROBERT",DEM,1425.28,1201.98,1013.52
"HURD, WILLIAM",REP,5163892.22,5192900.98,1761921.64
"HURST, Q. BYRUM JR",DEM,0,0,0
"HURT, MARK",REP,130668,129670,105863
"HURT, ROBERT",REP,286.51,12876.91,0
"HUTCHISON, SUSAN",REP,1933255.94,1933256.38,1881104.65
"HYDE-SMITH, CINDY",REP,5545933.3,5492018.91,3325210.39
"HYMAN, MAL",DEM,53061.78,53061.78,53061.78
"IDLEMAN, SARA",DEM,14080,11210.13,14080
"ING, MARK KANIELA",DEM,410418.88,402343.32,404185.66
"INGHAM, ROBERT FRANCIS MR JR",DEM,5879,0,0
"INHOFE, JAMES M",REP,837090.89,338002.95,273739
"INVICTUS, AUGUSTUS SOL",REP,0,0,1
"IOVINO, PAMELA M",DEM,64602.77,64602.77,56902.77
"IRETON, JIM",DEM,200,595,0
"IRON EYES, CHASE MR.",DEM,0,14571.99,0
"ISAAC, JASON",REP,253514.56,253099.01,239639.56
"ISAKSON, JOHN HARDY",REP,863821.88,616183.1,284040
"ISAKSON, STEVE WESLEY PHD",NNE,0,0,0
"ISNER, TABITHA KAY",DEM,524941.35,524941.35,501490.57
"ISSA, DARRELL",REP,1795746.74,2123248.37,894599.5
"IVANOVICH, ROSEANN P.",REP,9910.32,15391.8,140
"IVEY, GLENN FREDERICK",DEM,0,1530.37,0
"IZZO, ROSE",DEM,18588,3900,2700
"JACKSON, BRIAN KELLY",REP,42515.26,43015.26,8726
"JACKSON, EARL W SR",REP,354871.96,370533.46,326659.11
"JACKSON, JARRIN DALE",REP,184798.53,184797.33,117055.97
"JACOB, PETER",DEM,141436.23,156316.14,125333.56
"JACOBS, MARK M",REP,450,450,0
"JACOBS, SARA",DEM,2905005.64,2895016.81,714960.25
"JACOBSEN, LEANN",DEM,276410.33,276410.33,190421.4
"JACOBSON JR, BRUCE",REP,135315,135331,135315
"JAFFE, STEPHEN R",DEM,110339.6,109749.72,89086.59
"JAMES, CRAIG",REP,0,0,0
"JAMES, JOHN",REP,12551466.52,12043511.62,11952393.98
"JAMISON, TYRONE",REP,0,0,0
"JAMMAL, SAMIR",DEM,577017.47,576465.94,561358.86
"JANOWICZ, PHIL ANDREW DR.",DEM,391152.23,388119.77,178367.55
"JANOWSKI, EDWARD JOHN JR",UNK,8038,8038,4482
"JANZ, ANDREW",DEM,9233869.01,9211821.7,8957855.58
"JAVED, MUHAMMAD TAHIR",DEM,1934178.33,1906960.61,496522
"JAWANDO, WILL MR.",DEM,0,120,0
"JAYAPAL, PRAMILA",DEM,2212622.98,1555983.33,1850187.85
"JEFFRIES, HAKEEM",DEM,1744152.95,1486075.47,878183.04
"JENKINS, EVAN H",REP,1573189.05,2288012.47,1189347.96
"JENKINS, EVAN H",REP,1573189.05,2288012.47,1189347.96
"JENKINS, JONATHAN",IND,524678,524425,391
"JENKINS, LOUIS",REP,0,0,0
"JENKINS, LYNN",REP,9559.78,113672.16,100
"JENKINS, OLIVER LTCOL",REP,0,2269,0
"JENNINGS, ADAM THOMAS",DEM,454721.24,445495.38,173916.24
"JENSEN, VICKI",DEM,72816.55,72491.27,66355.55
"JETMIR, ERIK",DEM,5498,5498,2748
"JETTA, KURT",REP,494717.67,494717.67,115407.18
"JHINGAN, VANDANA",REP,73700,73700,62700
"JIMENEZ, TIMOTHY ADRIAN",REP,4701,4701,4701
"JOFFRION, PETER S.",DEM,590173.38,587237.93,553386.53
"JOHANNS, MICHAEL O",REP,0,5404,0
"JOHN, CHRIS",DEM,100,127,0
"JOHN, RICHARD MICHAEL MR.",REP,0,803.27,0
"JOHNSON-GREEN, TABITHA",DEM,24773.15,23591.44,17115.45
"JOHNSON, BILL",REP,1953611.99,1792626.99,793297.66
"JOHNSON, CLIFTON R",REP,0,20,0
"JOHNSON, CONSTANCE NEVLIN",DEM,4763,5800,0
"JOHNSON, COOPER J",LIB,0,0,0
"JOHNSON, DUSTY",REP,1668537.77,1715846.62,1287449.93
"JOHNSON, EDDIE BERNICE",DEM,506030.77,271717.09,179860
"JOHNSON, FRANCYS",DEM,282355.12,282355.12,231602.23
"JOHNSON, GARY",LIB,395979.86,395365.08,287189.81
"JOHNSON, GARY / WILLIAM ""BILL"" WELD",LIB,22568.53,28623.41,0
"JOHNSON, HENRY C. 'HANK",DEM,482857.19,508416.01,38107.19
"JOHNSON, JAMES MICHAEL",REP,1217297.1,909011.87,727535.1
"JOHNSON, KEVIN RAE MILES",DEM,134517.27,134517.27,95665.35
"JOHNSON, LONNIE BARTON",DEM,3181.08,7756.73,0
"JOHNSON, MARGARITA RUIZ",DEM,18523,15953,2170
"JOHNSON, RONALD HAROLD",REP,969107.39,660272.67,494420
"JOHNSON, SAM MR.",REP,5352.05,429373.35,289.5
"JOHNSON, SAMUEL H.",DEM,71379.69,68467.99,60009.68
"JOHNSON, TIM",DEM,7764.29,265734.39,0
"JOHNSON, TODD",REP,0,487.45,0
"JOHNSTON, JACOB",REP,0,0,0
"JOIS, GOUTAM UMESH MR.",DEM,421834.08,422465.77,281346.34
"JOLI, MAYRA",NPA,76938.87,78129.14,18363.17
"JOLLY, DAVID W",REP,0,5923.99,0
"JOLLY, DAVID W.",REP,0,5923.99,0
"JONES JR, J MARSHALL",DEM,893.5,54.45,325
"JONES, BRENDA",DEM,270417.42,267024.83,202331
"JONES, CHRISTINE",REP,0,0,0
"JONES, DOUG",DEM,25688282.13,23559432.64,24475898.05
"JONES, ERIK C",DEM,516102.36,516102.36,463086.07
"JONES, GINA ORTIZ",DEM,6195216.24,6103697.69,4715574.16
"JONES, GRIFFIN GILBERT",REP,10318,10317,1879
"JONES, JEFF",REP,82410,82670.99,81060
"JONES, JIMMY DARNELL",DEM,19035.37,13826.13,19035.37
"JONES, KEVIN",REP,135030.91,135040.9,74930.91
"JONES, LATERESA ANN",REP,200,129,200
"JONES, MARY",REP,89806.14,89806.14,89429.67
"JONES, SCOTT",REP,2631.83,9927.95,60
"JONES, STEPHANIE",REP,3849,3849,2700
"JONES, THEODORE",DEM,5352,4046.8,5152
"JONES, WALTER B",REP,588562.41,569592.63,360193.73
"JORDAN, JAMES D.",REP,1241417.36,1809464.13,910217.82
"JORGENSON, CHAD MICHAEL",IND,0,0,0
"JOSHI, YATISH J MR.",DEM,587183.73,586923.4,16633.41
"JOYCE, DAVID P",REP,2566684.78,2687703.94,1216967.42
"JOYCE, JOHN",REP,1522103.44,1461761.17,218203
"JUDGE, PATTY JEAN",DEM,0,64998,0
"JUNEAU, DENISE",DEM,573.64,55977.99,0
"KAHLE, RICHARD",NOP,19132.26,19132.26,1420
"KAHN, LYNN SANDRA",GRE,5838,6807,2761
"KAHN, LYNN SANDRA",IND,2587,2575,2587
"KAIMAN, JON",DEM,45351,49035.62,45351
"KAINE, TIMOTHY MICHAEL",DEM,16943971.83,17545005.46,9480358.61
"KAIRNES, GERALD JAMES",IND,590,808.34,590
"KAIRNES, GERALD JAMES",IND,590,808.34,590
"KANE, GINO",REP,2600,2600,2600
"KANE, TIM",REP,514433.53,514433.53,256048.37
"KANEW, JUSTIN",DEM,494481.5,491053.76,490046.51
"KAPLE, BOBBY",DEM,693572.44,691240.02,447154.83
"KAPTUR, MARCY HON. M.C.",DEM,772003.15,677411.15,184948.69
"KARIM, ANNISA",DEM,26436,24350,15418
"KATKO, JOHN M",REP,2778978.81,3016492.01,1006957.09
"KAUFMAN, JOSEPH ""JOE""",REP,139860.83,499608.62,139860.83
"KEADLE, SCOTT",REP,0,0,0
"KEADY, JAMES",DEM,292908.73,286997.72,291358.73
"KEAN, THOMAS H JR",REP,0,27,0
"KEARNEY, HOWARD",LIB,12330,12330,3830
"KEATING, WILLIAM RICHARD",DEM,1215320.82,569672.01,582258.09
"KEATLEY, RICHARD",DEM,58408.42,59799.32,58408.42
"KEEGAN, TREVOR",REP,17660,20553.59,5160
"KEELER, JONATHAN DAVID MR.",DEM,200,200,0
"KEIRSTEAD, HANS",DEM,2178356.89,2074450.17,974382.28
"KEITH, PAM",DEM,579298.42,572495.64,476949.42
"KEITH, PAMELA MICHELE",DEM,0,0,0
"KELLER, CRAIG",REP,7204,6780,7006
"KELLY, BRENDAN",DEM,3931101.31,3927041.56,2997757.67
"KELLY, GEORGE J JR",REP,2590296.58,3294021.2,866203.98
"KELLY, JOHN TRENT TRENT",REP,928705.34,897506.74,476172.85
"KELLY, ROBIN",DEM,1008275.09,914593.13,348587.54
"KELSEY, BRIAN",REP,45175.28,15297.9,44950
"KEMP, MICHAEL",REP,0,0,0
"KEMPER, NANCY JO",DEM,1200,5009,0
"KENNEDY, CHRISTOPHER",DEM,2494,2494,2244
"KENNEDY, JOHN NEELY",REP,2941943.14,1147578.99,2491012
"KENNEDY, JOSEPH P II",DEM,705341.35,675893.81,0
"KENNEDY, JOSEPH P III",DEM,4496055.58,3074452.85,3270825.07
"KENNEDY, KIRSTEN HAGEN",DFL,21443.41,15716.2,21443.18
"KENNEDY, MIKE",REP,752498.82,752498.75,323755.82
"KENNEDY, RICHARD",DEM,132158.58,130830.84,72929.88
"KENNEDY, ROBERT JR",DEM,37129,37129,20423
"KENNEDY, ROBERT JR.",DEM,166845.21,166845.21,39095.21
"KENSINGER, KEVIN THOMAS",IND,13903.16,13903.16,10940
"KENT, DAVID W.",DEM,0,102.09,0
"KERN, ALIENA JEANENE",REP,15936.83,16624.31,10402.21
"KERNER, DEBRA",DEM,18565.14,18464.09,15865.14
"KERNS JR, DALE RONALD",LIB,214702.58,202162.62,124872
"KERR, ANDREW STEVEN",DEM,124888.98,124888.98,123107.98
"KERR, PAUL",DEM,8182261.8,8182261.8,350943.74
"KERRIGAN, STEPHEN",DEM,176470.99,164823.03,170520
"KESTO, KLINT",REP,649799,649799,634881
"KEYES, ALAN L",IND,0,0,0
"KEYES, ALAN L",REP,0,0,0
"KHANNA, ROHIT",DEM,2745646.11,1922134.46,2730541.58
"KHOJASTEH, RYAN",DEM,53875.21,53875.21,50774.23
"KHORASANI, ALI",DEM,12829.87,12221.99,6084.73
"KHOURI, TONIA",REP,7500,5086.61,0
"KHOURY, ANTON",OTH,95,585,0
"KIDD, DAMIAN",REP,27286.22,27286.22,9036
"KIEHNE, GARY",REP,0,0,0
"KIEHNE, JOHN",DEM,1280,556.26,1280
"KIER, GRANT",DEM,842507.79,842507.79,831293.22
"KIHUEN, RUBEN",DEM,902611.64,601073.1,426025.23
"KILDEE, DANIEL T.",DEM,1158022.06,1043802.31,371091.31
"KILEY, DAN",REP,1106376.5,1065570.15,6376.5
"KILMER, DEREK",DEM,2350189.52,1359239.54,1133441.14
"KIM, ANDY",DEM,6439534.88,6375721.12,5208083.54
"KIM, BRYAN",NOP,36343,35338,34725
"KIM, DAVID",DEM,1547808.5,1530872.22,276607.5
"KIM, DONNA MERCADO",DEM,721399.31,716253.8,664671.31
"KIM, PEARL",REP,521262.95,521262.95,301129.76
"KIM, RONALD JOSEPH MR.",DEM,7637,2124,7637
"KIM, YOUNG",REP,2907665.64,2902331.5,2322247.02
"KIMAZ, NICOLAS T MR.",REP,202905.02,202834.66,53357.54
"KIMBRELL, JOSHUA BRETT",REP,384666,384664.58,327616
"KIMBROUGH, EDWARD WAYNE",DEM,4619,2559,4619
"KIND, RONALD JAMES",DEM,2319853.63,2250777.46,483974.43
"KING, ANGUS STANLEY JR",IND,4827215.37,4574178.81,3577711.89
"KING, JESSICA",DEM,1947624.76,1874912.34,1844330.57
"KING, PETE",REP,1335477.48,3183657.13,792299.07
"KING, STEVE MR.",REP,876229.78,976612.43,634141.36
"KINGSON, ERIC R. MR.",DEM,553,1611.71,0
"KINGSTON, JOHN H SR REP",REP,107,10546,0
"KINGSTON, JOHN MR",REP,6759223.51,6682740.38,1381763.65
"KINZINGER, ADAM",REP,1842504.96,2313859.93,460999.16
"KIPNIS, DARYL",REP,24783.35,24708.35,24183.35
"KIRKLAND, THADDEUS",DEM,61542.79,64982.65,48050.11
"KIRKPATRICK, ANN",DEM,4591984.57,4519793.32,3023544
"KIRKPATRICK, ANN LEILA",DEM,44566,57549,0
"KITTS, DEREK WAYNE",DEM,0,0,0
"KLEEB, SCOTT MICHAEL",DEM,0,0,0
"KLEINE, MARK A MR.",REP,563100.96,563100.96,422900.96
"KLEINHENDLER, HOWARD",DEM,0,282,0
"KLEINMAN, NATHAN I",DEM,95158.2,94594.11,4927
"KLEINMAN, PABLO",REP,0,0,0
"KLINE, DANNER",DEM,287432.23,287432.23,277614.23
"KLOBUCHAR, AMY",DEM,8132759.12,6941152.26,6031518.94
"KNEZEK, ERICK",REP,1350,5591.08,100
"KNIGHT, STEVE",REP,2628084.46,2631813.07,985484.88
"KNOTT, GREG S",LIB,0,14,0
"KOBLE, CLINT MATTHEW MR.",DEM,161796.18,162414.07,122395.27
"KOCHER, VICTOR LEE",LIB,0,0,0
"KOH, DANIEL ARRIGG",DEM,3207855.41,3179172.68,2995307.51
"KOHL, DAN",DEM,3411964.14,3410842.7,2547282.1
"KOHNE, STEVEN CHASE DR.",DEM,137095.77,137472.38,72764.44
"KOKESH, ADAM",LIB,178061.67,177879.31,77945.48
"KOKESH, ADAM CHARLES",REP,178061.67,177879.31,77945.48
