cycle,race,state,candidates,endorsements
2018,Governor,Colorado,Walker Stapleton (R),"Presidents of the United States
George H. W. Bush, 41st President of The United States[100]
George W. Bush, 43rd President of the United States[101]
Donald Trump, 45th President of the United States[102]
Vice Presidents of the United States
Mike Pence, 48th Vice President of the United States[103]

Federal Officials

Ken Buck U.S. Representative (CO-4)[104]
Mike Coffman U.S. Representative (CO-6)[105]
Cory Gardner U.S. Senator (R-CO)[106]
Doug Lamborn U.S. Representative (CO-5)[107]
Tom Tancredo Former U.S. Representative (CO-6)[108]
Scott Tipton U.S. Representative (CO-3)[109]

State Officials

Jeb Bush, former Governor of Florida[110]
State Senators
Kevin Grantham, Senate President[111]
State Representatives
Victor Mitchell, former State Representative (CO-45)[112]
Patrick Neville, House Minority Leader[111]
Lang Sias, State Representative (CO-27) and Republican nominee for Lieutenant Governor of Colorado
Local officials
Darius Allen, Alamosa County Commissioner[113]
Nancy Sharpe, Arapahoe County Commissioner[113]
Jeff Baker, Arapahoe County Commissioner[113]
Spike Ausmus, Baca County Commissioner[113]
Rick Butler, Baca County Commissioner[113]
Pete Dawson, Baca County Commissioner[113]
Dave Potts, Chaffee County Commissioner[113]
Rod Pelton, Cheyenne County Commissioner[113]
Patrick Ward, Cheyenne County Commissioner[113]
Frank Grant, Crowley County Commissioner[113]
Don Suppes, Delta County Commissioner[113]
Roger Partridge, Douglas County Commissioner[113]
Lora Thomas, Douglas County Commissioner[113]
Mark Waller, El Paso County Commissioner[113]
Stan VanderWerf, El Paso County Commissioner[113]
Tim Payne, Fremont County Commissioner[113]
Dwayne McFall, Fremont County Commissioner[113]
John Martin, Garfield County Commissioner[113]
Tom Jankovsky, Garfield County Commissioner[113]
Mike Samson, Garfield County Commissioner[113]
Rich Cimino, Grand County Commissioner[113]
Merit Linke, Grand County Commissioner[113]
Phil Chamberland, Gunnison County Commissioner[113]
Cindy Dozier, Hinsdale County Commissioner[113]
Stan Whinnery, Hinsdale County Commissioner[113]
Jeff Benson, Jackson County Commissioner[113]
Libby Szabo, Jefferson County Commissioner[113]
Tina Francone, Jefferson County Commissioner[113]
Cindy McLoud, Kiowa County Commissioner[113]
Brad Blake, La Plata County Commissioner[113]
Byron Pelton, Logan County Commissioner[113]
Rose Pugliese, Mesa County Commissioner[113]
Ramona Weber, Mineral County Commissioner[113]
Ray Beck, Moffat County Commissioner[113]
Don Cook, Moffat County Commissioner[113]
Frank Moe, Moffat County Commissioner[113]
Larry Don Suckla, Montezuma County Commissioner[113]
Keenan Ertel, Montezuma County Commissioner[113]
Glenn Davis, Montrose County Commissioner[113]
Roger Rash, Montrose County Commissioner[113]
Mark Arndt, Morgan County Commissioner[113]
Jim Baldwin, Otero County Commissioner[113]
Wendy Buxton-Andrade, Prowers County Commissioner[113]
Tom Grasmick, Prowers County Commissioner[113]
Shawn Bolton, Rio Blanco County Commissioner[113]
Jeff Rector, Rio Blanco County Commissioner[113]
Si Woodruff, Rio Blanco County Commissioner[113]
Karla Shriver, Rio Grande County Commissioner[113]
Gene Glover, Rio Grande County Commissioner[113]
Cari Hermacinski, Routt County Commissioner[113]
Norm Steen, Teller County Commissioner[113]
Marc Dettenrieder, Teller County Commissioner[113]
Lea Ann Laybourn, Washington County Commissioner[113]
Barbara Kirkmeyer, Weld County Commissioner[113]
Mike Freeman, Weld County Commissioner[113]
Juie Cozad, Weld County Commissioner[113]
Steve Moreno, Weld County Commissioner[113]

Mayors

Greg Lopez, former Mayor of Parker[114]
John Suthers, Mayor of Colorado Springs
District attorneys
Pete Weir (1st Judicial District)[115]
Dan May (4th Judicial District)[115]
Cliff Riedel (8th Judicial District)[115]
Jeff Cheney (9th Judicial District)[115]
Molly Chilson (11th Judicial District)[115]
Brittny Lewton (13th Judicial District)[115]
Brett Barkey (14th Judicial District)[115]
Josh Vogel (15th Judicial District)[115]
Jim Bullock (16th Judicial District)[115]
Michael J. Rourke (19th Judicial District)[115]
Dan Rubinstein (21st Judicial District)[115]
Sheriffs
David Walcher, Arapahoe County[115]
Dave Encinas, Bent County[115]
John “Smokey” Kurtz, Crowley County[115]
Fred McKee, Delta County[115]
Shayne Heap, Elbert County[115]
Bill Elder, El Paso County[115]
Jeff Shrader, Jefferson County[115]
Brett Schroetlin, Grand County[115]
Ronald Bruce, Hinsdale County[115]
Justin Smith, Larimer County[115]
Matt Lewis, Mesa County[115]
KC Hume, Moffat County[115]
Sam Zordel, Prowers County[115]
Garrett Wiggins, Routt County[115]
Dan Warwick, Sagauche County[115]
Steve Reams, Weld County[115]
Jon Stivers, Washington County[115]
Chad Day, Yuma County[115]
Others
Doug Robinson, businessman[116]
Nick Rogers, president of the Denver Police Protective Association[115]
Organizations
Associated Builders and Contractors[117]
Americans for Prosperity-Colorado[118]
Colorado Farm Bureau[119]
National Federation of Independent Business[120]
Colorado Auto Dealers Association[121]
Newspapers
Pueblo Chieftain[122]
Colorado Springs Gazette[123]
Durango Herald[124]
Grand Junction Daily Sentinel[125]
The Greeley Tribune[126]"
2018,Governor,Connecticut,Susan Bysiewicz (withdrew),"State legislators
Josh Elliott, state representative[39]
Mayors and other municipal leaders
Matthew Knickerbocker, Bethel First Selectman
Ellen Zoppo-Sassu, Bristol Mayor
Patrice Granatosky, Groton Mayor
Ronald McDaniel, Montville Mayor
Bonnie Reemsnyder, Old Lyme First Selectwoman
Saud Anwar, South Windsor Mayor
Don Trinks, Windsor Mayor"
2018,Governor,Connecticut,Sean Connolly (withdrew),"State legislators
Steve Cassano, state senator[40]
Cathy Osten, state senator[40]
David Arconti, state representative[40]
Pat Boyd, state representative[40]"
2018,Governor,Connecticut,Jonathan Harris (withdrew),"Statewide officials
Kevin Sullivan, former lieutenant governor[41]
State legislators
Beth Bye, state senator[41]
Ed Gomes, state senator[41]
Tim Larson, state senator[41]
Mike Demicco, state representative[41]
Andy Fleischmann, state representative[41]
Susan Johnson, state representative[41]
Linda Orange, state representative[41]
Kevin Ryan, state representative[41]
Derek Slap, state representative[41]
Joe Verrengia, state representative[41]
Mayors and other municipal leaders
Shari Cantor, West Hartford Mayor[41]
Kevin Scarpati, Meriden Mayor[41]
Ted Shafer, Burlington First Selectman[41]"
2018,Governor,Connecticut,Ned Lamont,"Presidents
Barack Obama, former President of the United States of America[42]
Vice President
Joe Biden, former Vice President of the United States of America[42]
Withdrawn Candidates
Susan Bysiewicz, former Secretary of the State of Connecticut[42](Running Mate)
U.S. Representatives
John Larson, U.S. Representative from Connecticut's 1st congressional district[43]
Joe Courtney, U.S. Representative from Connecticut's 2nd congressional district[44]
Rosa DeLauro, U.S. Representative from Connecticut's 3rd congressional district[45]
Statewide officials
George Jepsen, Connecticut Attorney General[46]
State legislators
Jonathan Harris, former state senator and West Hartford Mayor[14]
Michelle Cook, current state representative of Torrington[42]
Michael DiMassa, current state representative of New Haven
Ellen Scalettar, former state representative of Woodbridge and former Woodbridge First Selectman[42]
Sean Scanlon, current state representative of Guilford[42]
Martin Looney, current Pro Tempore of the Senate, New Haven[42]
Juan Candelaria, current state representative of New Haven[42]
Edward M. Kennedy Jr., current state senator of Guilford[42]
Party leaders
Kevin Comer, Chairman of Washington Democratic Town Committee[42]
Steven Sheinberg, Chairman of Fairfield Democratic Town Committee[42]
Audrey Tyson, Member of Democratic State Central Committee[42]
Barbara Reynolds, Member of Democratic State Central Committee[42]
Karen Jarmoc, Member of Democratic State Central Committee[42]
Newspapers and magazines
Hartford Courant[47]
Mayors and other municipal leaders
Ben Blake, Milford Mayor[48]
Shari Cantor, West Hartford Mayor[42]
Toni Harp, New Haven Mayor[27]
Beth Heller, Woodbridge First Selectman[49]
Marcia Leclerc, East Hartford Mayor[42]
Neil O'Leary, Waterbury Mayor[50]
Curtis Read, Bridgewater First Selectman[51]
Nancy Rossi, West Haven Mayor[42]
Eva Magnuszewski, Common Council President of New Britain[42]
Liz Brown, Chairperson of Board of Education of Waterbury[42]
John Burdick, Member of the New Hartford, Connecticut Economic Development Commission (Since 2017) and Candidate for New Hartford First Selectman (Republican)
2018 Candidates for Office
Amanda Webster, Democratic Nominee for Connecticut Representatives from the 62nd District
Labor unions
Connecticut AFL-CIO[52]"
2018,Governor,Connecticut,Mark Boughton[89],"Pete Bass, New Milford Mayor
Mitch Bolinsky, state representative
Bill Buckbee, state representative
Vincent Candelora, state representative[90]
Elinor Carbone, Torrington Mayor
Daniel Champagne, Vernon Mayor
Robert Chatfield, Prospect Mayor[91]
Holly Cheeseman, state representative
Anthony D'Amelio, state representative[91]
William Duff, state representative
Adam Dunsby, state representative[92]
Michael Fedele, former lieutenant governor of Connecticut
Michael Ferguson, state representative
Paul Formica, state senator[93]
Laura Francis, Durham First Selectman
Carol Hall, state representative[93]
Stephen Harding, state representative
Barbara Henry, Roxbury First Selectwoman[91]
Laura Hoydick, Stratford Mayor[94]
Dan Jerram, New Hartford First Selectman[93]
David Labriola, state representative[94]
Jesse MacLachlan, state representative[93]
Jeff Manville, Southbury First Selectman[94]
Michael McLachlan, state senator
Lizz Millardo, Haddam First Selectwoman[93]
Kurt Miller, Seymour First Selectman[94]
Michael Molgano, former state representative[91]
Mark Nickerson, East Lyme First Selectman[91]
Brian Ohler, state representative[91]
Leo Paul, Litchfield First Selectman
Rosa Rebimbas, state representative[93]
Richard Smith, state representative
Lori Spielman, Ellington First Selectman
J. P. Sredzinski, state representative[91]
Scott Storms, state representative[93]
George Temple, Oxford First Selectman[94]
Christopher Tymniak, Fairfield Selectman[93]
Fred Wilms, state representative[93]
Kevin Witkos, state senator[95]
Terrie Wood, state representative[93]
Connecticut GOP[96]"
2018,Governor,Connecticut,Tim Herbst[97],"David S. Cassetti, Ansonia Mayor
Craig C. Fishbein, state representative[98]
Mike France, state representative[99]
Michael Freda, North Haven First Selectman
Ben McGorty, state representative[100]
John P. McKinney, former state senator[101]
Richard A. Moccia, former Norwalk Mayor
Michael Pavia, former Stamford Mayor
Robert Siegrist, state representative[98]
Kevin Skulczyck, state representative[102]
Prasad Srinivasan, state representative[103]
Gregory Stokes, state representative
Connecticut Property Owners Alliance[104]"
2018,Governor,Connecticut,Steve Obsitnik,"Dan Debicella, former state senator[105]
Kevin Kerttula, Killingly Town Councilman
Rick Hayes, Putnam Selectman
Jason Perillo, state representative[105]
Peter Tesei, Greenwich First Selectman"
2018,Governor,Connecticut,Bob Stefanowski,"Arthur Laffer, Reagan Economic Policy Advisory Board member (1981-89)[106]
Peter Lumaj, Candidate for Connecticut Secretary of State, 2014[107]
Len Suzio, Meriden State Senator[108]
David M. Walker, former U.S. Comptroller General (1998-2008)[109]
Noreen Kokoruda, Madison State Representative[110]
Tyrell Brown, Middletown Planning and Zoning Commissioner[111]
Steve Forbes, businessman[112]
Edward Ford Jr., Middletown Board of Education member
Mark Lauretti, Shelton Mayor[113]
Mike Ludwick, Enfield Mayor[114]
Dave Yaccarino, North Haven State Representative[115]"
2018,Governor,Connecticut,David Stemerman,"Tony Hwang, state senator[116]
Hartford Courant[117]"
2018,Governor,Connecticut,Mike Handler (eliminated),"Melissa Joan Hart, actress[118]"
2018,Governor,Connecticut,Mark Lauretti (eliminated),"State legislators
Dan Debicella, state senator (former)[119]
Jason Perillo, state representative[119]
Mayors and other municipal leaders
Rich Dziekan, Derby Mayor[119]
Kurt Miller, Seymour First Selectman[119]
Ed Mone, Thomaston First Selectman[119]
Republican Town Committee leaders
Mike Barnes, Chairman, New Milford RTC[119]
Bill Paecht, Chairman, Seymour RTC[119]
Anthony Simonetti, Chairman, Shelton RTC[119]"
2018,Governor,Connecticut,Peter Lumaj (eliminated),"Anne Dauphinais, state representative[120]
Doug Dubitsky, state representative[120]
Mike France, state representative[120]
John Fusco, state representative[120]
Joe Markley, state senator and candidate for lieutenant governor[120]
Henri Martin, state senator[121]
Dave Merchant, Mayor of Plymouth[120]
Rob Sampson, state representative[122]"
2018,Governor,Connecticut,Prasad Srinivasan (eliminated),"State Legislators
State Rep. Sam Belsito (R-53rd District) of Tolland
State Rep. Tom Delnicki (R-14th District) of South Windsor
State Rep. Bill Simanski (R-62nd District) of Granby
State Rep. Mark Tweedie (R-13th District) of Manchester
Local Officials
Stewart ""Chip"" Beckett, Member, Glastonbury Town Council
Tim Devanney, Member, Town of Manchester Board of Directors
Matthew Galligan, Member, Town of Manchester Board of Directors
Carolyn Mirek, Member, South Windsor Town Council and former Mayor
Robert Morra, Member, Town of Bolton Board of Selectmen
George P. Norman, Member, Glastonbury Town Council
Donald Palmer, Member, Town of Manchester Ways and Means Committee
William T. Finn, former Member, Glastonbury Town Council
Michael T. Zelasky, Chairman, Lisbon Board of Finance
State Central Committee
Michael FitzPatrick (4th Senatorial District) of Glastonbury
Louis Spadaccini (4th Senatorial District) of Manchester
Republican Town Committee Leaders
John Deeb, Chairman, Manchester RTC
Rodney Fournier, Chairman, Bolton RTC
Ken Hjulstrom, Chairman, Marlborough RTC
Robert Ike, Chairman, Bloomfield RTC
Robert Lynn, Chairman, Glastonbury RTC
Allan Spotts, Chairman, Cromwell RTC
John Tanski, First Vice Chair, Glastonbury RTC"
2018,Governor,Connecticut,Erin Stewart (withdrew),"Tony Guglielmo, state senator[123]
Nancy Johnson, former U.S. Representative[124]"
2018,Governor,Connecticut,Joe Markley,National Review[130]
2018,Governor,Connecticut,Erin Stewart,Hartford Courant[131]
2018,Governor,Connecticut,Oz Griebel,Serve America Movement
2018,Governor,Connecticut,Bob Stefanowski (R),"Donald Trump, President of the United States[135]
Arthur Laffer, Reagan Economic Policy Advisory Board member (1981-89)[106]
Peter Lumaj, Candidate for Connecticut Secretary of State, 2014[107]
David Stemerman, businessman[136]
Len Suzio, Meriden State Senator[108]
David M. Walker, former U.S. Comptroller General (1998-2008)[109]
Noreen Kokoruda, Madison State Representative[110]
Tyrell Brown, Middletown Planning and Zoning Commissioner[111]
Steve Forbes, businessman[112]
Edward Ford Jr., Middletown Board of Education member
Mark Lauretti, Shelton Mayor[113]
Mike Ludwick, Enfield Mayor[114]
The Wall Street Journal[137]
Dave Yaccarino, North Haven State Representative[115]
Jim Grasso, son of former Connecticut Governor Ella Grasso[138]
Independent Party of Connecticut[139]
National Federation of Independent Business[140]
Connecticut Association of Realtors[141]
Independent Electrical Contractors of New England[141]
National Review[142]
New York Post[143]
Waterbury Republican-American[144]
Greenwich Sentinel[145]"
2018,Governor,Connecticut,Ned Lamont (D),"Federal officials
Barack Obama, former President of the United States[146][147]
Joe Biden, former Vice President of the United States[148]
Chris Murphy, U.S. Senator (D-CT)[149]
Richard Blumenthal, U.S. Senator (D-CT)[150]
Kamala Harris, U.S. Senator (D-CA)[151][152]
John Larson, U.S. Representative from Connecticut's 1st congressional district[43]
Joe Courtney, U.S. Representative from Connecticut's 2nd congressional district[44]
Rosa DeLauro, U.S. Representative from Connecticut's 3rd congressional district[45]
Jim Himes, U.S. Representative from Connecticut's 4th congressional district[153]
Public figures
Paul Bucha, foreign policy adviser to Barack Obama's 2008 presidential campaign[154]
Statewide officials
George Jepsen, Connecticut Attorney General[46]
State legislators
Jonathan Harris, former state senator and West Hartford Mayor[14]
Michelle Cook, state representative of Torrington[42]
Michael DiMassa, state representative of New Haven
Ellen Scalettar, former state representative of Woodbridge and former Woodbridge First Selectman[42]
Sean Scanlon, state representative of Guilford[42]
Martin Looney, Pro Tempore of the Senate, New Haven[42]
Juan Candelaria, state representative of New Haven[42]
Edward M. Kennedy Jr., state senator of Guilford[42][155]
Party leaders
Donna Brazile, former Chairwoman of the Democratic National Committee[156]
Kevin Comer, Chairman of Washington Democratic Town Committee[42]
Steven Sheinberg, Chairman of Fairfield Democratic Town Committee[42]
Audrey Tyson, Member of Democratic State Central Committee[42]
Barbara Reynolds, Member of Democratic State Central Committee[42]
Karen Jarmoc, Member of Democratic State Central Committee[42]
Newspapers and magazines
The Day[157]
The Lakeville Journal[158]
The Stamford Advocate[159]
Connecticut Post[160]
The Hour[161]
The News-Times[162]
Record-Journal[163]
Mayors and other municipal leaders
Ben Blake, Milford Mayor[48]
Shari Cantor, West Hartford Mayor[42]
Toni Harp, New Haven Mayor[27]
Beth Heller, Woodbridge First Selectman[49]
Marcia Leclerc, East Hartford Mayor[42]
Neil O'Leary, Waterbury Mayor[50]
Curtis Read, Bridgewater First Selectman[51]
Nancy Rossi, West Haven Mayor[42]
Eva Magnuszewski, Common Council President of New Britain[42]
Liz Brown, Chairperson of Board of Education of Waterbury[42]
John Burdick, Member of the New Hartford, Connecticut Economic Development Commission (Since 2017) and Candidate for New Hartford First Selectman (Republican)
2018 Candidates for Office
Amanda Webster, Democratic Nominee for Connecticut Representatives from the 62nd District
Organizations
Connecticut League of Conservation Voters[164]
Sierra Club of Connecticut[165]
Newtown Action Alliance [166]
Everytown for Gun Safety[167]
Connecticut Against Gun Violence[168]
Labor unions
Connecticut AFL-CIO[52]
Connecticut State Police Union[169]"
2018,Governor,Connecticut,Oz Griebel (I),"Newspapers and magazines
Hartford Courant[170]"
2018,Governor,Florida,Adam Putnam,"U.S. Representatives
Lincoln Díaz-Balart, former U.S. Representative (FL-21)[37]
Steve Southerland, former U.S. Representative (FL-2)[38]
Statewide officials
Pam Bondi, Attorney General of Florida[27]
Richard Corcoran, State Representative (District 37); Speaker of the Florida House[28]
State Senators
George Gainer[38]
State Representatives
Allan Bense (former House Speaker)[38]
Jay Trumbull[38]
Sheriffs
Paul Blackman, Highlands County[39]
Chad Chronister, Hillsborough County[39]
Bob Gualtieri, Pinellas County[39]
Grady Judd, Polk County[39]
Tom Knight, Sarasota County[39]
Arnold Lanier, Hardee County[39]
Al Nienhuis, Hernando County[39]
Chris Nocco, Pasco County[39]
Rick Wells, Manatee County[39]
Organizations
Associated Builders and Contractors[40]
Florida Chamber of Commerce[41]
Florida Family Action[42]
Florida Fraternal Order of Police[43]
Florida Police Benevolent Association[44]
Florida Professional Firefighters[45]
Associated Industries of Florida[46]
Newspapers
Sun-Sentinel[47]
Tampa Bay Times[48]"
2018,Governor,Florida,Jack Latvala (withdrawn),"U.S. Representatives
David Jolly, U.S. Representative from FL-13 2014–2017; candidate for U.S. Senate in 2016[49]"
2018,Governor,Florida,Bob White,"U.S. Representatives
Ron Paul, former Congressman, presidential candidate in 2008 and 2012[50]"
2018,Governor,Florida,Gwen Graham,"U.S. Senators
Tammy Duckworth, U.S. Senator from Illinois[84]
Kirsten Gillibrand, U.S. Senator from New York[85]
Bob Graham, former Governor of Florida and former U.S. Senator from Florida, father of Gwen Graham[86]
U.S. Representatives
Kathy Castor, U.S. Representative (FL-14)[87]
Jim Davis, former U.S. Representative (FL-11), Democratic nominee for Governor in 2006[88]
Steny Hoyer, U.S. Representative (MD-05), House Minority Whip[89]
David Jolly, former U.S. Representative (FL-13)[90]
John Lewis, U.S. Representative (GA-05)[91]
Ted Lieu, U.S. Representative (CA-35)[92]
Patrick Murphy, former U.S. Representative (FL-18), Democratic nominee for U.S. Senate in 2016[93]
Statewide officials
Betty Castor, former Florida Commissioner of Education, former President of the University of South Florida, Democratic nominee for U.S. Senate in 2004[94]
Howard Dean, 79th Governor of Vermont, Democratic candidate for President in 2004[95]
Alex Sink, former Florida Chief Financial Officer, Democratic nominee for governor in 2010[96]
State legislators
Lori Berman, State Senator (D-Lantana)[97]
Karen Castor Dentel, former State Representative (D-Maitland)[98]
John Cortes, State Representative (D-Kissimmee)[99]
Tracie Davis, State Representative (D-Jacksonville)[100]
Ben Diamond, State Representative (D-St. Petersburg)[101]
Dwight Dudley, former State Representative (D-St. Petersburg)[88]
Katie Edwards, State Representative (D-Plantation)[99]
Kristin Jacobs, State Representative (D-Coconut Creek)[102]
Evan Jenne, State Representative (D-Hollywood)[102]
Arthenia Joyner, former State Senator (D-Tampa)[103]
Amy Mercado, State Representative (D-Orlando)[97]
Jon L. Mills, former State Representative (D-Gainesville), former State House Speaker[104]
Jared Moskowitz, State Representative (D-Coral Springs)[105]
Mark S. Pafford, former State Representative (D-West Palm Beach), former State House Minority Leader[99]
Darryl Rouson, State Senator (D-St. Petersburg)[106]
David Silvers, State Representative (D-West Palm Beach)[107]
Kelly Skidmore, former State Representative (D-Boca Raton)[98]
Emily Slosberg, State Representative (D-Boca Raton)[107]
Richard Stark, State Representative (D-Weston)[102]
Victor M. Torres Jr., State Senator (D-Orlando)[108]
Barbara Watson, State Representative (D-Miami Gardens)[97]
Clovis Watson Jr., State Representative (D-Gainesville)[109]
Matt Willhite, State Representative (D-Wellington)[110]
Mayors and other municipal leaders
Shannon Blankenship, Duval County Soil and Water Conservation District Chair[99]
Skip Campbell, Mayor of Coral Springs[111]
John Dailey, Leon County Commissioner[112]
Garrett Dennis, Jacksonville City Councilman[113]
Kristin Dozier, Leon County Commissioner[112]
Pat Collier Frank, Hillsborough County Clerk of Courts[114]
Tabitha Frazier, Leon County Soil and Water Conservation District Supervisor[112]
Shirley Freeman, former Mayor of Monroe County[115]
Jake Godbold, former Mayor of Jacksonville[113]
Pegeen Hanrahan, former Mayor of Gainesville[98]
Tommy Hazouri, Jacksonville City Councilman, former Mayor of Jacksonville[99]
Warren Jones, Duval County School Board member[100]
Cindy Lerner, former Mayor of Pinecrest[115]
Shanon Matiero, West Palm Beach Former City Commissioner[110]
Melissa McKinlay, Mayor of Palm Beach County[116]
Barry Moss, Pompano Beach City Commissioner[110]
Jeri Muoio, Mayor of West Palm Beach[111]
Karl Nurse, former St. Petersburg City Councilman[88]
Frank Ortis, Mayor of Pembroke Pines[111]
Darden Rice, St. Petersburg City Council Chair[106]
Nan Rich, Broward County Commissioner, Democratic candidate for Governor in 2014[117]
Katy Sorenson, former Miami-Dade County Commissioner[110]
Mike Suarez, Tampa City Councilman[106]
Matt Surrency, Mayor of Hawthorne[115]
Dean Trantalis, Mayor of Fort Lauderdale[118]
Gil Ziffer, Tallahassee City Commissioner[119]
Other individuals
Jimmy Buffett, musician[120]
Alan Clendenin, DNC member, former Florida Democratic Party Vice-Chair[121]
Wendy Davis, former Texas State Senator, Democratic nominee for Governor of Texas in 2014[122]
Manley Fuller, President of the Florida Wildlife Federation[104]
Alma Gonzalez, DNC member, former Florida Democratic Party Treasurer[98]
Organizations
EMILY's List[123]
Florida Education Association[124]
Florida Police Benevolent Association[125]
International Association of Machinists and Aerospace Workers[126]
Ruth's List[127]
United Steelworkers[99]
The Everglades Trust[128]
Newspaper editorial boards
The Palm Beach Post[129]
Tampa Bay Times[130]"
2018,Governor,Florida,Jeff Greene,"Newspapers
Sun-Sentinel[131]"
2018,Governor,Florida,Chris King,"State legislators
Nick Duran, State Representative (D-Miami)[132]
Mayors and other municipal officials
Linda Chapin, former Mayor of Orange County[133]
Eddie Cole, Mayor of Eatonville[134]
Organizations
American Federation of Government Employees[135]"
2018,Governor,Florida,Philip Levine,"Statewide officials
Ed Rendell, 45th Governor of Pennsylvania[136]
State legislators
Keith Fitzgerald, former State Representative (D-Sarasota), Democratic nominee for U.S. House in 2012[137]
Mayors and other municipal officials
John Elizabeth Alemán, Miami Beach City Commissioner[138]
Andy Amoroso, Vice-Mayor of Lake Worth[139]
Ricky Arriola, Miami Beach City Commissioner[139]
Carmen Yulín Cruz, Mayor of San Juan, Puerto Rico[140]
Oliver Gilbert, Mayor of Miami Gardens[141]
Justin Katz, Boynton Beach City Commissioner[139]
Ken Keechl, former Broward County Commissioner[139]
Alex Penelas, former Mayor of Miami-Dade County[141]
Robert Shelley, Aventura City Commissioner
Glenn Singer, Mayor of Golden Beach
Micky Steinberg, Miami Beach City Commissioner[139]
Enid Weisman, Mayor of Aventura[139]
Other individuals
Ray Allen, former NBA player[142]
Shaquille O'Neal, former NBA player, sports analyst[143]
Newspaper Editorial Boards
Miami Herald[144]"
2018,Governor,Florida,Darcy Richardson (Reform Party),"Nancy Argenziano, former Florida State Senator and Public Service Commissioner[155]
Randy Wiseman, former Republican Chair of the Lake County School Board[156]"
2018,Governor,Florida,John Morgan (declined),"Snoop Dogg, rapper and actor[157]
Roger Stone, political activist and consultant[157]"
